id,name,description,mun_red,CO_REGSAUD
4300059,Água Santa,Água Santa,430005,43018
4300109,Agudo,Agudo,430010,43001
4300208,Ajuricaba,Ajuricaba,430020,43013
4300307,Alecrim,Alecrim,430030,43014
4300406,Alegrete,Alegrete,430040,43003
4300455,Alegria,Alegria,430045,43014
4300471,Almirante Tamandaré do Sul,Almirante Tamandaré do Sul,430047,43017
4300505,Alpestre,Alpestre,430050,43015
4300554,Alto Alegre,Alto Alegre,430055,43019
4300570,Alto Feliz,Alto Feliz,430057,43026
4300604,Alvorada,Alvorada,430060,43010
4300638,Amaral Ferrador,Amaral Ferrador,430063,43021
4300646,Ametista do Sul,Ametista do Sul,430064,43015
4300661,André da Rocha,André da Rocha,430066,43018
4300703,Anta Gorda,Anta Gorda,430070,43029
4300802,Antônio Prado,Antônio Prado,430080,43026
4300851,Arambaré,Arambaré,430085,43009
4300877,Araricá,Araricá,430087,43007
4300901,Aratiba,Aratiba,430090,43016
4301008,Arroio do Meio,Arroio do Meio,430100,43029
4301057,Arroio do Sal,Arroio do Sal,430105,43004
4301073,Arroio do Padre,Arroio do Padre,430107,43021
4301107,Arroio dos Ratos,Arroio dos Ratos,430110,43009
4301206,Arroio do Tigre,Arroio do Tigre,430120,43027
4301305,Arroio Grande,Arroio Grande,430130,43021
4301404,Arvorezinha,Arvorezinha,430140,43019
4301503,Augusto Pestana,Augusto Pestana,430150,43013
4301552,Áurea,Áurea,430155,43016
4301602,Bagé,Bagé,430160,43022
4301636,Balneário Pinhal,Balneário Pinhal,430163,43005
4301651,Barão,Barão,430165,43008
4301701,Barão de Cotegipe,Barão de Cotegipe,430170,43016
4301750,Barão do Triunfo,Barão do Triunfo,430175,43009
4301800,Barracão,Barracão,430180,43018
4301859,Barra do Guarita,Barra do Guarita,430185,43015
4301875,Barra do Quaraí,Barra do Quaraí,430187,43003
4301909,Barra do Ribeiro,Barra do Ribeiro,430190,43009
4301925,Barra do Rio Azul,Barra do Rio Azul,430192,43016
4301958,Barra Funda,Barra Funda,430195,43020
4302006,Barros Cassal,Barros Cassal,430200,43019
4302055,Benjamin Constant do Sul,Benjamin Constant do Sul,430205,43016
4302105,Bento Gonçalves,Bento Gonçalves,430210,43025
4302154,Boa Vista das Missões,Boa Vista das Missões,430215,43020
4302204,Boa Vista do Buricá,Boa Vista do Buricá,430220,43014
4302220,Boa Vista do Cadeado,Boa Vista do Cadeado,430222,43012
4302238,Boa Vista do Incra,Boa Vista do Incra,430223,43012
4302253,Boa Vista do Sul,Boa Vista do Sul,430225,43025
4302303,Bom Jesus,Bom Jesus,430230,43024
4302352,Bom Princípio,Bom Princípio,430235,43026
4302378,Bom Progresso,Bom Progresso,430237,43015
4302402,Bom Retiro do Sul,Bom Retiro do Sul,430240,43030
4302451,Boqueirão do Leão,Boqueirão do Leão,430245,43029
4302501,Bossoroca,Bossoroca,430250,43011
4302584,Bozano,Bozano,430258,43013
4302600,Braga,Braga,430260,43020
4302659,Brochier,Brochier,430265,43008
4302709,Butiá,Butiá,430270,43009
4302808,Caçapava do Sul,Caçapava do Sul,430280,43027
4302907,Cacequi,Cacequi,430290,43002
4303004,Cachoeira do Sul,Cachoeira do Sul,430300,43027
4303103,Cachoeirinha,Cachoeirinha,430310,43010
4303202,Cacique Doble,Cacique Doble,430320,43018
4303301,Caibaté,Caibaté,430330,43011
4303400,Caiçara,Caiçara,430340,43015
4303509,Camaquã,Camaquã,430350,43009
4303558,Camargo,Camargo,430355,43017
4303608,Cambará do Sul,Cambará do Sul,430360,43006
4303673,Campestre da Serra,Campestre da Serra,430367,43024
4303707,Campina das Missões,Campina das Missões,430370,43014
4303806,Campinas do Sul,Campinas do Sul,430380,43016
4303905,Campo Bom,Campo Bom,430390,43007
4304002,Campo Novo,Campo Novo,430400,43013
4304101,Campos Borges,Campos Borges,430410,43019
4304200,Candelária,Candelária,430420,43028
4304309,Cândido Godói,Cândido Godói,430430,43014
4304358,Candiota,Candiota,430435,43022
4304408,Canela,Canela,430440,43023
4304507,Canguçu,Canguçu,430450,43021
4304606,Canoas,Canoas,430460,43008
4304614,Canudos do Vale,Canudos do Vale,430461,43029
4304622,Capão Bonito do Sul,Capão Bonito do Sul,430462,43018
4304630,Capão da Canoa,Capão da Canoa,430463,43004
4304655,Capão do Cipó,Capão do Cipó,430465,43002
4304663,Capão do Leão,Capão do Leão,430466,43021
4304671,Capivari do Sul,Capivari do Sul,430467,43005
4304689,Capela de Santana,Capela de Santana,430468,43008
4304697,Capitão,Capitão,430469,43029
4304705,Carazinho,Carazinho,430470,43017
4304713,Caraá,Caraá,430471,43005
4304804,Carlos Barbosa,Carlos Barbosa,430480,43025
4304853,Carlos Gomes,Carlos Gomes,430485,43016
4304903,Casca,Casca,430490,43017
4304952,Caseiros,Caseiros,430495,43018
4305009,Catuípe,Catuípe,430500,43013
4305108,Caxias do Sul,Caxias do Sul,430510,43023
4305116,Centenário,Centenário,430511,43016
4305124,Cerrito,Cerrito,430512,43021
4305132,Cerro Branco,Cerro Branco,430513,43027
4305157,Cerro Grande,Cerro Grande,430515,43020
4305173,Cerro Grande do Sul,Cerro Grande do Sul,430517,43009
4305207,Cerro Largo,Cerro Largo,430520,43011
4305306,Chapada,Chapada,430530,43020
4305355,Charqueadas,Charqueadas,430535,43009
4305371,Charrua,Charrua,430537,43016
4305405,Chiapetta,Chiapetta,430540,43013
4305439,Chuí,Chuí,430543,43021
4305447,Chuvisca,Chuvisca,430544,43009
4305454,Cidreira,Cidreira,430545,43005
4305504,Ciríaco,Ciríaco,430550,43017
4305587,Colinas,Colinas,430558,43030
4305603,Colorado,Colorado,430560,43012
4305702,Condor,Condor,430570,43013
4305801,Constantina,Constantina,430580,43020
4305835,Coqueiro Baixo,Coqueiro Baixo,430583,43029
4305850,Coqueiros do Sul,Coqueiros do Sul,430585,43017
4305871,Coronel Barros,Coronel Barros,430587,43013
4305900,Coronel Bicaco,Coronel Bicaco,430590,43020
4305934,Coronel Pilar,Coronel Pilar,430593,43025
4305959,Cotiporã,Cotiporã,430595,43025
4305975,Coxilha,Coxilha,430597,43017
4306007,Crissiumal,Crissiumal,430600,43013
4306056,Cristal,Cristal,430605,43021
4306072,Cristal do Sul,Cristal do Sul,430607,43015
4306106,Cruz Alta,Cruz Alta,430610,43012
4306130,Cruzaltense,Cruzaltense,430613,43016
4306205,Cruzeiro do Sul,Cruzeiro do Sul,430620,43029
4306304,David Canabarro,David Canabarro,430630,43017
4306320,Derrubadas,Derrubadas,430632,43015
4306353,Dezesseis de Novembro,Dezesseis de Novembro,430635,43011
4306379,Dilermando de Aguiar,Dilermando de Aguiar,430637,43001
4306403,Dois Irmãos,Dois Irmãos,430640,43007
4306429,Dois Irmãos das Missões,Dois Irmãos das Missões,430642,43020
4306452,Dois Lajeados,Dois Lajeados,430645,43029
4306502,Dom Feliciano,Dom Feliciano,430650,43009
4306551,Dom Pedro de Alcântara,Dom Pedro de Alcântara,430655,43004
4306601,Dom Pedrito,Dom Pedrito,430660,43022
4306700,Dona Francisca,Dona Francisca,430670,43001
4306734,Doutor Maurício Cardoso,Doutor Maurício Cardoso,430673,43014
4306759,Doutor Ricardo,Doutor Ricardo,430675,43029
4306767,Eldorado do Sul,Eldorado do Sul,430676,43009
4306809,Encantado,Encantado,430680,43029
4306908,Encruzilhada do Sul,Encruzilhada do Sul,430690,43027
4306924,Engenho Velho,Engenho Velho,430692,43020
4306932,Entre-Ijuís,Entre-Ijuís,430693,43011
4306957,Entre Rios do Sul,Entre Rios do Sul,430695,43016
4306973,Erebango,Erebango,430697,43016
4307005,Erechim,Erechim,430700,43016
4307054,Ernestina,Ernestina,430705,43017
4307104,Herval,Herval,430710,43021
4307203,Erval Grande,Erval Grande,430720,43016
4307302,Erval Seco,Erval Seco,430730,43015
4307401,Esmeralda,Esmeralda,430740,43024
4307450,Esperança do Sul,Esperança do Sul,430745,43015
4307500,Espumoso,Espumoso,430750,43019
4307559,Estação,Estação,430755,43016
4307609,Estância Velha,Estância Velha,430760,43007
4307708,Esteio,Esteio,430770,43008
4307807,Estrela,Estrela,430780,43030
4307815,Estrela Velha,Estrela Velha,430781,43027
4307831,Eugênio de Castro,Eugênio de Castro,430783,43011
4307864,Fagundes Varela,Fagundes Varela,430786,43025
4307906,Farroupilha,Farroupilha,430790,43026
4308003,Faxinal do Soturno,Faxinal do Soturno,430800,43001
4308052,Faxinalzinho,Faxinalzinho,430805,43016
4308078,Fazenda Vilanova,Fazenda Vilanova,430807,43030
4308102,Feliz,Feliz,430810,43026
4308201,Flores da Cunha,Flores da Cunha,430820,43026
4308250,Floriano Peixoto,Floriano Peixoto,430825,43016
4308300,Fontoura Xavier,Fontoura Xavier,430830,43019
4308409,Formigueiro,Formigueiro,430840,43001
4308433,Forquetinha,Forquetinha,430843,43029
4308458,Fortaleza dos Valos,Fortaleza dos Valos,430845,43012
4308508,Frederico Westphalen,Frederico Westphalen,430850,43015
4308607,Garibaldi,Garibaldi,430860,43025
4308656,Garruchos,Garruchos,430865,43011
4308706,Gaurama,Gaurama,430870,43016
4308805,General Câmara,General Câmara,430880,43009
4308854,Gentil,Gentil,430885,43017
4308904,Getúlio Vargas,Getúlio Vargas,430890,43016
4309001,Giruá,Giruá,430900,43014
4309050,Glorinha,Glorinha,430905,43010
4309100,Gramado,Gramado,430910,43023
4309126,Gramado dos Loureiros,Gramado dos Loureiros,430912,43020
4309159,Gramado Xavier,Gramado Xavier,430915,43028
4309209,Gravataí,Gravataí,430920,43010
4309258,Guabiju,Guabiju,430925,43025
4309308,Guaíba,Guaíba,430930,43009
4309407,Guaporé,Guaporé,430940,43025
4309506,Guarani das Missões,Guarani das Missões,430950,43011
4309555,Harmonia,Harmonia,430955,43008
4309571,Herveiras,Herveiras,430957,43028
4309605,Horizontina,Horizontina,430960,43014
4309654,Hulha Negra,Hulha Negra,430965,43022
4309704,Humaitá,Humaitá,430970,43013
4309753,Ibarama,Ibarama,430975,43027
4309803,Ibiaçá,Ibiaçá,430980,43018
4309902,Ibiraiaras,Ibiraiaras,430990,43018
4309951,Ibirapuitã,Ibirapuitã,430995,43019
4310009,Ibirubá,Ibirubá,431000,43012
4310108,Igrejinha,Igrejinha,431010,43006
4310207,Ijuí,Ijuí,431020,43013
4310306,Ilópolis,Ilópolis,431030,43029
4310330,Imbé,Imbé,431033,43005
4310363,Imigrante,Imigrante,431036,43030
4310405,Independência,Independência,431040,43014
4310413,Inhacorá,Inhacorá,431041,43013
4310439,Ipê,Ipê,431043,43026
4310462,Ipiranga do Sul,Ipiranga do Sul,431046,43016
4310504,Iraí,Iraí,431050,43015
4310538,Itaara,Itaara,431053,43001
4310553,Itacurubi,Itacurubi,431055,43002
4310579,Itapuca,Itapuca,431057,43019
4310603,Itaqui,Itaqui,431060,43003
4310652,Itati,Itati,431065,43004
4310702,Itatiba do Sul,Itatiba do Sul,431070,43016
4310751,Ivorá,Ivorá,431075,43001
4310801,Ivoti,Ivoti,431080,43007
4310850,Jaboticaba,Jaboticaba,431085,43020
4310876,Jacuizinho,Jacuizinho,431087,43012
4310900,Jacutinga,Jacutinga,431090,43016
4311007,Jaguarão,Jaguarão,431100,43021
4311106,Jaguari,Jaguari,431110,43002
4311122,Jaquirana,Jaquirana,431112,43024
4311130,Jari,Jari,431113,43002
4311155,Jóia,Jóia,431115,43013
4311205,Júlio de Castilhos,Júlio de Castilhos,431120,43001
4311239,Lagoa Bonita do Sul,Lagoa Bonita do Sul,431123,43027
4311254,Lagoão,Lagoão,431125,43019
4311270,Lagoa dos Três Cantos,Lagoa dos Três Cantos,431127,43017
4311304,Lagoa Vermelha,Lagoa Vermelha,431130,43018
4311403,Lajeado,Lajeado,431140,43029
4311429,Lajeado do Bugre,Lajeado do Bugre,431142,43020
4311502,Lavras do Sul,Lavras do Sul,431150,43022
4311601,Liberato Salzano,Liberato Salzano,431160,43015
4311627,Lindolfo Collor,Lindolfo Collor,431162,43007
4311643,Linha Nova,Linha Nova,431164,43023
4311700,Machadinho,Machadinho,431170,43018
4311718,Maçambará,Maçambará,431171,43003
4311734,Mampituba,Mampituba,431173,43004
4311759,Manoel Viana,Manoel Viana,431175,43003
4311775,Maquiné,Maquiné,431177,43004
4311791,Maratá,Maratá,431179,43008
4311809,Marau,Marau,431180,43017
4311908,Marcelino Ramos,Marcelino Ramos,431190,43016
4311981,Mariana Pimentel,Mariana Pimentel,431198,43009
4312005,Mariano Moro,Mariano Moro,431200,43016
4312054,Marques de Souza,Marques de Souza,431205,43029
4312104,Mata,Mata,431210,43002
4312138,Mato Castelhano,Mato Castelhano,431213,43017
4312153,Mato Leitão,Mato Leitão,431215,43028
4312179,Mato Queimado,Mato Queimado,431217,43011
4312203,Maximiliano de Almeida,Maximiliano de Almeida,431220,43018
4312252,Minas do Leão,Minas do Leão,431225,43009
4312302,Miraguaí,Miraguaí,431230,43020
4312351,Montauri,Montauri,431235,43017
4312377,Monte Alegre dos Campos,Monte Alegre dos Campos,431237,43024
4312385,Monte Belo do Sul,Monte Belo do Sul,431238,43025
4312401,Montenegro,Montenegro,431240,43008
4312427,Mormaço,Mormaço,431242,43019
4312443,Morrinhos do Sul,Morrinhos do Sul,431244,43004
4312450,Morro Redondo,Morro Redondo,431245,43021
4312476,Morro Reuter,Morro Reuter,431247,43007
4312500,Mostardas,Mostardas,431250,43005
4312609,Muçum,Muçum,431260,43029
4312617,Muitos Capões,Muitos Capões,431261,43024
4312625,Muliterno,Muliterno,431262,43017
4312658,Não-Me-Toque,Não-Me-Toque,431265,43017
4312674,Nicolau Vergueiro,Nicolau Vergueiro,431267,43017
4312708,Nonoai,Nonoai,431270,43016
4312757,Nova Alvorada,Nova Alvorada,431275,43017
4312807,Nova Araçá,Nova Araçá,431280,43025
4312906,Nova Bassano,Nova Bassano,431290,43025
4312955,Nova Boa Vista,Nova Boa Vista,431295,43020
4313003,Nova Bréscia,Nova Bréscia,431300,43029
4313011,Nova Candelária,Nova Candelária,431301,43014
4313037,Nova Esperança do Sul,Nova Esperança do Sul,431303,43002
4313060,Nova Hartz,Nova Hartz,431306,43007
4313086,Nova Pádua,Nova Pádua,431308,43026
4313102,Nova Palma,Nova Palma,431310,43001
4313201,Nova Petrópolis,Nova Petrópolis,431320,43023
4313300,Nova Prata,Nova Prata,431330,43025
4313334,Nova Ramada,Nova Ramada,431333,43013
4313359,Nova Roma do Sul,Nova Roma do Sul,431335,43026
4313375,Nova Santa Rita,Nova Santa Rita,431337,43008
4313391,Novo Cabrais,Novo Cabrais,431339,43027
4313409,Novo Hamburgo,Novo Hamburgo,431340,43007
4313425,Novo Machado,Novo Machado,431342,43014
4313441,Novo Tiradentes,Novo Tiradentes,431344,43015
4313466,Novo Xingu,Novo Xingu,431346,43020
4313490,Novo Barreiro,Novo Barreiro,431349,43020
4313508,Osório,Osório,431350,43005
4313607,Paim Filho,Paim Filho,431360,43018
4313656,Palmares do Sul,Palmares do Sul,431365,43005
4313706,Palmeira das Missões,Palmeira das Missões,431370,43020
4313805,Palmitinho,Palmitinho,431380,43015
4313904,Panambi,Panambi,431390,43013
4313953,Pantano Grande,Pantano Grande,431395,43028
4314001,Paraí,Paraí,431400,43025
4314027,Paraíso do Sul,Paraíso do Sul,431402,43001
4314035,Pareci Novo,Pareci Novo,431403,43008
4314050,Parobé,Parobé,431405,43006
4314068,Passa Sete,Passa Sete,431406,43027
4314076,Passo do Sobrado,Passo do Sobrado,431407,43028
4314100,Passo Fundo,Passo Fundo,431410,43017
4314134,Paulo Bento,Paulo Bento,431413,43016
4314159,Paverama,Paverama,431415,43030
4314175,Pedras Altas,Pedras Altas,431417,43021
4314209,Pedro Osório,Pedro Osório,431420,43021
4314308,Pejuçara,Pejuçara,431430,43013
4314407,Pelotas,Pelotas,431440,43021
4314423,Picada Café,Picada Café,431442,43023
4314456,Pinhal,Pinhal,431445,43015
4314464,Pinhal da Serra,Pinhal da Serra,431446,43024
4314472,Pinhal Grande,Pinhal Grande,431447,43001
4314498,Pinheirinho do Vale,Pinheirinho do Vale,431449,43015
4314506,Pinheiro Machado,Pinheiro Machado,431450,43021
4314555,Pirapó,Pirapó,431455,43011
4314605,Piratini,Piratini,431460,43021
4314704,Planalto,Planalto,431470,43015
4314753,Poço das Antas,Poço das Antas,431475,43030
4314779,Pontão,Pontão,431477,43017
4314787,Ponte Preta,Ponte Preta,431478,43016
4314803,Portão,Portão,431480,43007
4314902,Porto Alegre,Porto Alegre,431490,43010
4315008,Porto Lucena,Porto Lucena,431500,43014
4315057,Porto Mauá,Porto Mauá,431505,43014
4315073,Porto Vera Cruz,Porto Vera Cruz,431507,43014
4315107,Porto Xavier,Porto Xavier,431510,43011
4315131,Pouso Novo,Pouso Novo,431513,43029
4315149,Presidente Lucena,Presidente Lucena,431514,43007
4315156,Progresso,Progresso,431515,43029
4315172,Protásio Alves,Protásio Alves,431517,43025
4315206,Putinga,Putinga,431520,43029
4315305,Quaraí,Quaraí,431530,43003
4315313,Quatro Irmãos,Quatro Irmãos,431531,43016
4315321,Quevedos,Quevedos,431532,43001
4315354,Quinze de Novembro,Quinze de Novembro,431535,43012
4315404,Redentora,Redentora,431540,43020
4315453,Relvado,Relvado,431545,43029
4315503,Restinga Seca,Restinga Seca,431550,43001
4315552,Rio dos Índios,Rio dos Índios,431555,43016
4315602,Rio Grande,Rio Grande,431560,43021
4315701,Rio Pardo,Rio Pardo,431570,43028
4315750,Riozinho,Riozinho,431575,43006
4315800,Roca Sales,Roca Sales,431580,43029
4315909,Rodeio Bonito,Rodeio Bonito,431590,43015
4315958,Rolador,Rolador,431595,43011
4316006,Rolante,Rolante,431600,43006
4316105,Ronda Alta,Ronda Alta,431610,43020
4316204,Rondinha,Rondinha,431620,43020
4316303,Roque Gonzales,Roque Gonzales,431630,43011
4316402,Rosário do Sul,Rosário do Sul,431640,43003
4316428,Sagrada Família,Sagrada Família,431642,43020
4316436,Saldanha Marinho,Saldanha Marinho,431643,43012
4316451,Salto do Jacuí,Salto do Jacuí,431645,43012
4316477,Salvador das Missões,Salvador das Missões,431647,43011
4316501,Salvador do Sul,Salvador do Sul,431650,43008
4316600,Sananduva,Sananduva,431660,43018
4316709,Santa Bárbara do Sul,Santa Bárbara do Sul,431670,43012
4316733,Santa Cecília do Sul,Santa Cecília do Sul,431673,43018
4316758,Santa Clara do Sul,Santa Clara do Sul,431675,43029
4316808,Santa Cruz do Sul,Santa Cruz do Sul,431680,43028
4316907,Santa Maria,Santa Maria,431690,43001
4316956,Santa Maria do Herval,Santa Maria do Herval,431695,43007
4316972,Santa Margarida do Sul,Santa Margarida do Sul,431697,43003
4317004,Santana da Boa Vista,Santana da Boa Vista,431700,43021
4317103,Sant' Ana do Livramento,Sant' Ana do Livramento,431710,43003
4317202,Santa Rosa,Santa Rosa,431720,43014
4317251,Santa Tereza,Santa Tereza,431725,43025
4317301,Santa Vitória do Palmar,Santa Vitória do Palmar,431730,43021
4317400,Santiago,Santiago,431740,43002
4317509,Santo Ângelo,Santo Ângelo,431750,43011
4317558,Santo Antônio do Palma,Santo Antônio do Palma,431755,43017
4317608,Santo Antônio da Patrulha,Santo Antônio da Patrulha,431760,43005
4317707,Santo Antônio das Missões,Santo Antônio das Missões,431770,43011
4317756,Santo Antônio do Planalto,Santo Antônio do Planalto,431775,43017
4317806,Santo Augusto,Santo Augusto,431780,43013
4317905,Santo Cristo,Santo Cristo,431790,43014
4317954,Santo Expedito do Sul,Santo Expedito do Sul,431795,43018
4318002,São Borja,São Borja,431800,43011
4318051,São Domingos do Sul,São Domingos do Sul,431805,43017
4318101,São Francisco de Assis,São Francisco de Assis,431810,43002
4318200,São Francisco de Paula,São Francisco de Paula,431820,43006
4318309,São Gabriel,São Gabriel,431830,43003
4318408,São Jerônimo,São Jerônimo,431840,43009
4318424,São João da Urtiga,São João da Urtiga,431842,43018
4318432,São João do Polêsine,São João do Polêsine,431843,43001
4318440,São Jorge,São Jorge,431844,43025
4318457,São José das Missões,São José das Missões,431845,43020
4318465,São José do Herval,São José do Herval,431846,43029
4318481,São José do Hortêncio,São José do Hortêncio,431848,43007
4318499,São José do Inhacorá,São José do Inhacorá,431849,43014
4318507,São José do Norte,São José do Norte,431850,43021
4318606,São José do Ouro,São José do Ouro,431860,43018
4318614,São José do Sul,São José do Sul,431861,43008
4318622,São José dos Ausentes,São José dos Ausentes,431862,43024
4318705,São Leopoldo,São Leopoldo,431870,43007
4318804,São Lourenço do Sul,São Lourenço do Sul,431880,43021
4318903,São Luiz Gonzaga,São Luiz Gonzaga,431890,43011
4319000,São Marcos,São Marcos,431900,43026
4319109,São Martinho,São Martinho,431910,43013
4319125,São Martinho da Serra,São Martinho da Serra,431912,43001
4319158,São Miguel das Missões,São Miguel das Missões,431915,43011
4319208,São Nicolau,São Nicolau,431920,43011
4319307,São Paulo das Missões,São Paulo das Missões,431930,43014
4319356,São Pedro da Serra,São Pedro da Serra,431935,43008
4319364,São Pedro das Missões,São Pedro das Missões,431936,43020
4319372,São Pedro do Butiá,São Pedro do Butiá,431937,43011
4319406,São Pedro do Sul,São Pedro do Sul,431940,43001
4319505,São Sebastião do Caí,São Sebastião do Caí,431950,43008
4319604,São Sepé,São Sepé,431960,43001
4319703,São Valentim,São Valentim,431970,43016
4319711,São Valentim do Sul,São Valentim do Sul,431971,43029
4319737,São Valério do Sul,São Valério do Sul,431973,43013
4319752,São Vendelino,São Vendelino,431975,43026
4319802,São Vicente do Sul,São Vicente do Sul,431980,43002
4319901,Sapiranga,Sapiranga,431990,43007
4320008,Sapucaia do Sul,Sapucaia do Sul,432000,43008
4320107,Sarandi,Sarandi,432010,43020
4320206,Seberi,Seberi,432020,43015
4320230,Sede Nova,Sede Nova,432023,43013
4320263,Segredo,Segredo,432026,43027
4320305,Selbach,Selbach,432030,43012
4320321,Senador Salgado Filho,Senador Salgado Filho,432032,43014
4320354,Sentinela do Sul,Sentinela do Sul,432035,43009
4320404,Serafina Corrêa,Serafina Corrêa,432040,43017
4320453,Sério,Sério,432045,43029
4320503,Sertão,Sertão,432050,43017
4320552,Sertão Santana,Sertão Santana,432055,43009
4320578,Sete de Setembro,Sete de Setembro,432057,43011
4320602,Severiano de Almeida,Severiano de Almeida,432060,43016
4320651,Silveira Martins,Silveira Martins,432065,43001
4320677,Sinimbu,Sinimbu,432067,43028
4320701,Sobradinho,Sobradinho,432070,43027
4320800,Soledade,Soledade,432080,43019
4320859,Tabaí,Tabaí,432085,43008
4320909,Tapejara,Tapejara,432090,43018
4321006,Tapera,Tapera,432100,43019
4321105,Tapes,Tapes,432110,43009
4321204,Taquara,Taquara,432120,43006
4321303,Taquari,Taquari,432130,43030
4321329,Taquaruçu do Sul,Taquaruçu do Sul,432132,43015
4321352,Tavares,Tavares,432135,43005
4321402,Tenente Portela,Tenente Portela,432140,43015
4321436,Terra de Areia,Terra de Areia,432143,43004
4321451,Teutônia,Teutônia,432145,43030
4321469,Tio Hugo,Tio Hugo,432146,43019
4321477,Tiradentes do Sul,Tiradentes do Sul,432147,43015
4321493,Toropi,Toropi,432149,43001
4321501,Torres,Torres,432150,43004
4321600,Tramandaí,Tramandaí,432160,43005
4321626,Travesseiro,Travesseiro,432162,43029
4321634,Três Arroios,Três Arroios,432163,43016
4321667,Três Cachoeiras,Três Cachoeiras,432166,43004
4321709,Três Coroas,Três Coroas,432170,43006
4321808,Três de Maio,Três de Maio,432180,43014
4321832,Três Forquilhas,Três Forquilhas,432183,43004
4321857,Três Palmeiras,Três Palmeiras,432185,43020
4321907,Três Passos,Três Passos,432190,43015
4321956,Trindade do Sul,Trindade do Sul,432195,43020
4322004,Triunfo,Triunfo,432200,43008
4322103,Tucunduva,Tucunduva,432210,43014
4322152,Tunas,Tunas,432215,43019
4322186,Tupanci do Sul,Tupanci do Sul,432218,43018
4322202,Tupanciretã,Tupanciretã,432220,43012
4322251,Tupandi,Tupandi,432225,43008
4322301,Tuparendi,Tuparendi,432230,43014
4322327,Turuçu,Turuçu,432232,43021
4322343,Ubiretama,Ubiretama,432234,43011
4322350,União da Serra,União da Serra,432235,43025
4322376,Unistalda,Unistalda,432237,43002
4322400,Uruguaiana,Uruguaiana,432240,43003
4322509,Vacaria,Vacaria,432250,43024
4322525,Vale Verde,Vale Verde,432252,43028
4322533,Vale do Sol,Vale do Sol,432253,43028
4322541,Vale Real,Vale Real,432254,43026
4322558,Vanini,Vanini,432255,43017
4322608,Venâncio Aires,Venâncio Aires,432260,43028
4322707,Vera Cruz,Vera Cruz,432270,43028
4322806,Veranópolis,Veranópolis,432280,43025
4322855,Vespasiano Correa,Vespasiano Correa,432285,43029
4322905,Viadutos,Viadutos,432290,43016
4323002,Viamão,Viamão,432300,43010
4323101,Vicente Dutra,Vicente Dutra,432310,43015
4323200,Victor Graeff,Victor Graeff,432320,43017
4323309,Vila Flores,Vila Flores,432330,43025
4323358,Vila Lângaro,Vila Lângaro,432335,43018
4323408,Vila Maria,Vila Maria,432340,43017
4323457,Vila Nova do Sul,Vila Nova do Sul,432345,43001
4323507,Vista Alegre,Vista Alegre,432350,43015
4323606,Vista Alegre do Prata,Vista Alegre do Prata,432360,43025
4323705,Vista Gaúcha,Vista Gaúcha,432370,43015
4323754,Vitória das Missões,Vitória das Missões,432375,43011
4323770,Westfalia,Westfalia,432377,43030
4323804,Xangri-lá,Xangri-lá,432380,43004
5000203,Água Clara,Água Clara,500020,50004
5000252,Alcinópolis,Alcinópolis,500025,50001
5000609,Amambai,Amambai,500060,50003
5000708,Anastácio,Anastácio,500070,50001
5000807,Anaurilândia,Anaurilândia,500080,50003
5000856,Angélica,Angélica,500085,50003
5000906,Antônio João,Antônio João,500090,50003
5001003,Aparecida do Taboado,Aparecida do Taboado,500100,50004
5001102,Aquidauana,Aquidauana,500110,50001
5001243,Aral Moreira,Aral Moreira,500124,50003
5001508,Bandeirantes,Bandeirantes,500150,50001
5001904,Bataguassu,Bataguassu,500190,50004
5002001,Batayporã,Batayporã,500200,50003
5002100,Bela Vista,Bela Vista,500210,50001
5002159,Bodoquena,Bodoquena,500215,50001
5002209,Bonito,Bonito,500220,50001
5002308,Brasilândia,Brasilândia,500230,50004
5002407,Caarapó,Caarapó,500240,50003
5002605,Camapuã,Camapuã,500260,50001
5002704,Campo Grande,Campo Grande,500270,50001
5002803,Caracol,Caracol,500280,50001
5002902,Cassilândia,Cassilândia,500290,50004
5002951,Chapadão do Sul,Chapadão do Sul,500295,50001
5003108,Corguinho,Corguinho,500310,50001
5003157,Coronel Sapucaia,Coronel Sapucaia,500315,50003
5003207,Corumbá,Corumbá,500320,50002
5003256,Costa Rica,Costa Rica,500325,50001
5003306,Coxim,Coxim,500330,50001
5003454,Deodápolis,Deodápolis,500345,50003
5003488,Dois Irmãos do Buriti,Dois Irmãos do Buriti,500348,50001
5003504,Douradina,Douradina,500350,50003
5003702,Dourados,Dourados,500370,50003
5003751,Eldorado,Eldorado,500375,50003
5003801,Fátima do Sul,Fátima do Sul,500380,50003
5003900,Figueirão,Figueirão,500390,50001
5004007,Glória de Dourados,Glória de Dourados,500400,50003
5004106,Guia Lopes da Laguna,Guia Lopes da Laguna,500410,50001
5004304,Iguatemi,Iguatemi,500430,50003
5004403,Inocência,Inocência,500440,50004
5004502,Itaporã,Itaporã,500450,50003
5004601,Itaquiraí,Itaquiraí,500460,50003
5004700,Ivinhema,Ivinhema,500470,50003
5004809,Japorã,Japorã,500480,50003
5004908,Jaraguari,Jaraguari,500490,50001
5005004,Jardim,Jardim,500500,50001
5005103,Jateí,Jateí,500510,50003
5005152,Juti,Juti,500515,50003
5005202,Ladário,Ladário,500520,50002
5005251,Laguna Carapã,Laguna Carapã,500525,50003
5005400,Maracaju,Maracaju,500540,50001
5005608,Miranda,Miranda,500560,50001
